project_drug_id,drugbank_id,name,smiles,canonical_smiles,inchikey,formula,mol_weight,n_heavy_atoms,rdkit_parseable
DB06701,DB06701,DB06701,[H][C@@](C(=O)OC)(C1=CC=CC=C1)[C@@]1([H])CCCCN1,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,DUGOZIWVEXMGBE-CHWSQXEVSA-N,C14H19NO2,233.31,17,True
DB06702,DB06702,DB06702,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,DCCSDBARQIPTGU-HSZRJFAPSA-N,C26H37NO3,411.59,30,True
DB06704,DB06704,DB06704,NC(N)=NCC1=CC(I)=CC=C1,NC(N)=NCc1cccc(I)c1,PDWUPXJEEYOOTR-UHFFFAOYSA-N,C8H10IN3,275.09,12,True
DB06706,DB06706,DB06706,CNC(C)CCC=C(C)C,CNC(C)CCC=C(C)C,XVQUOJBERHHONY-UHFFFAOYSA-N,C9H19N,141.26,10,True
DB06707,DB06707,DB06707,C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,GEFQWZLICWMTKF-CDUCUWFYSA-N,C9H13NO3,183.21,13,True
DB06708,DB06708,DB06708,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,DYLGFOYVTXJFJP-MYYYXRDXSA-N,C30H32Cl3NO,528.95,35,True
DB06709,DB06709,DB06709,CC(C[N+](C)(C)C)OC(C)=O,CC(=O)OC(C)C[N+](C)(C)C,NZWOPGCLSHLLPA-UHFFFAOYSA-N,C8H18NO2+,160.24,11,True
DB06710,DB06710,DB06710,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,GCKMFJBGXUYNAG-HLXURNFRSA-N,C20H30O2,302.46,22,True
DB06711,DB06711,DB06711,C(C1=NCCN1)C1=CC=CC2=CC=CC=C12,c1ccc2c(CC3=NCCN3)cccc2c1,CNIIGCLFLJGOGP-UHFFFAOYSA-N,C14H14N2,210.28,16,True
DB06712,DB06712,DB06712,COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,FAIIFDPAEUKBEP-UHFFFAOYSA-N,C19H19N3O6,385.38,28,True
DB06713,DB06713,DB06713,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(C=C3CC[C@@]21[H])=NO,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC,ISHXLNHNDMZNMC-XUDSTZEESA-N,C21H29NO2,327.47,24,True
DB06715,DB06715,DB06715,[K+].[I-],[I-].[K+],NLKNQRATVPKPDG-UHFFFAOYSA-M,IK,166.0,2,True
DB06716,DB06716,DB06716,CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O,CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O,QVNNONOFASOXQV-UHFFFAOYSA-N,C13H21O5P,288.28,19,True
DB06717,DB06717,DB06717,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,C[C@@H](O[C@H]1OCCN(Cc2nc(=O)n(P(=O)(O)O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,BARDROPHSZEBKC-OITMNORJSA-N,C23H22F7N4O6P,614.41,41,True
DB06718,DB06718,DB06718,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC3=NNC=C3C[C@]12C,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,LKAJKIOFIWVMDJ-IYRCEVNGSA-N,C21H32N2O,328.5,24,True
DB06723,DB06723,DB06723,[OH-].[OH-].[OH-].[Al+3],[Al+3].[OH-].[OH-].[OH-],WNROFYMDJYEPJX-UHFFFAOYSA-K,H3AlO3,78.0,4,True
DB06724,DB06724,DB06724,[Ca++].[O-]C([O-])=O,O=C([O-])[O-].[Ca+2],VTYYLEPIZMXCLO-UHFFFAOYSA-L,CCaO3,100.09,5,True
DB06725,DB06725,DB06725,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,WLHQHAUOOXYABV-UHFFFAOYSA-N,C13H10ClN3O4S2,371.83,23,True
DB06729,DB06729,DB06729,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,QWCJHSGMANYXCW-UHFFFAOYSA-N,C15H14N4O2S,314.37,22,True
DB06730,DB06730,DB06730,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,SIGSPDASOTUPFS-XUDSTZEESA-N,C21H26O2,310.44,23,True
DB06736,DB06736,DB06736,OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,MNIPYSSQXLZQLJ-UHFFFAOYSA-N,C16H13Cl2NO4,354.19,23,True
DB06737,DB06737,DB06737,CC(C(O)=O)C1=CC=C2SC3=C(C=CC=C3)C(=O)CC2=C1,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,MUXFZBHBYYYLTH-UHFFFAOYSA-N,C17H14O3S,298.36,21,True
DB06738,DB06738,DB06738,CCC(=O)C1(CCN(C)CC1)C1=CC(O)=CC=C1,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,ALFGKMXHOUSVAD-UHFFFAOYSA-N,C15H21NO2,247.34,18,True
DB06739,DB06739,DB06739,CC1=C(C)C(=O)C(C(CCCCCC(O)=O)C2=CC=CC=C2)=C(C)C1=O,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,ZBVKEHDGYSLCCC-UHFFFAOYSA-N,C22H26O4,354.45,26,True
DB06742,DB06742,DB06742,NC1=C(Br)C=C(Br)C=C1CN[C@H]1CC[C@H](O)CC1,Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,JBDGDEWWOUBZPM-XYPYZODXSA-N,C13H18Br2N2O,378.11,18,True
DB06764,DB06764,DB06764,C1CN=C(N1)C1CCCC2=CC=CC=C12,c1ccc2c(c1)CCCC2C1=NCCN1,BYJAVTDNIXVSPW-UHFFFAOYSA-N,C13H16N2,200.28,15,True
DB06766,DB06766,DB06766,CN1CCC(CC1)=C1C2=NC=C(C=O)N2CCC2=CC=CC=C12,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,MWTBKTRZPHJQLH-UHFFFAOYSA-N,C19H21N3O,307.4,23,True
DB06767,DB06767,DB06767,[NH4+].[Cl-],[Cl-].[NH4+],NLXLAEXVIDQMFP-UHFFFAOYSA-N,H4ClN,53.49,2,True
DB06769,DB06769,DB06769,CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,YTKUWDBFDASYHO-UHFFFAOYSA-N,C16H21Cl2N3O2,358.27,23,True
DB06770,DB06770,DB06770,OCC1=CC=CC=C1,OCc1ccccc1,WVDDGKGOMKODPV-UHFFFAOYSA-N,C7H8O,108.14,8,True
DB06771,DB06771,DB06771,N[C@@H]1CCCCN(C1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1Cl)C(O)=O,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,QFFGVLORLPOAEC-SNVBAGLBSA-N,C19H21ClFN3O3,393.85,27,True
DB06772,DB06772,DB06772,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C4=CC=CC=C4)C(C)=C([C@@H](OC)C(=O)[C@]1(C)[C@H](C[C@H]1OC[C@@]21OC(C)=O)OC)C3(C)C,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,BMQGVNUXMIRLCK-OAGWZNDDSA-N,C45H57NO14,835.94,60,True
DB06774,DB06774,DB06774,COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,YKPUWZUDDOIDPM-SOFGYWHQSA-N,C18H27NO3,305.42,22,True
DB06777,DB06777,DB06777,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,RUDATBOHQWOJDD-BSWAIDMHSA-N,C24H40O4,392.58,28,True
DB06781,DB06781,DB06781,[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,WYQPLTPSGFELIB-JTQPXKBDSA-N,C27H34F2O7,508.56,36,True
DB06782,DB06782,DB06782,OCC(S)CS,OCC(S)CS,WQABCVAJNWAXTE-UHFFFAOYSA-N,C3H8OS2,124.23,6,True
DB06786,DB06786,DB06786,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,MUQNGPZZQDCDFT-JNQJZLCISA-N,C24H32ClFO5,454.97,31,True
DB06788,DB06788,DB06788,CC(O)=O.CC(O)=O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CN(CC2=CC=CC=C2)C=N1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1,CC(=O)O.CC(=O)O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,BKEMVGVBBDMHKL-VYFXDUNUSA-N,C70H94N18O16,1443.63,104,True
DB06789,DB06789,DB06789,[H][C@@]12CC[C@](OC(=O)CCCCC)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,DOMWKUIIPQCAJU-LJHIYBGHSA-N,C27H40O4,428.61,31,True
DB06791,DB06791,DB06791,[H]N([H])CCCCC1N([H])C(=O)C(CC2=CN([H])C3=CC=CC=C23)N([H])C(=O)C(CC2=CC=C(O)C=C2)N([H])C(=O)C(CSSCC(N([H])C(=O)C(N([H])C1=O)C(C)C)C(=O)N([H])C(C(C)O)C(=O)N([H])[H])N([H])C(=O)C(CC1=CC2=CC=CC=C2C=C1)N([H])[H],CC(C)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(N)Cc2ccc3ccccc3c2)CSSCC(C(=O)NC(C(N)=O)C(C)O)NC1=O,PUDHBTGHUJUUFI-UHFFFAOYSA-N,C54H69N11O10S2,1096.35,77,True
DB06792,DB06792,DB06792,[La+3].[La+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O,O=C([O-])[O-].O=C([O-])[O-].O=C([O-])[O-].[La+3].[La+3],NZPIUJUFIFZSPW-UHFFFAOYSA-H,C3La2O9,457.84,14,True
DB06794,DB06794,DB06794,OC(=O)C(=O)NC1=CC(=CC(NC(=O)C(O)=O)=C1Cl)C#N,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,RVGLGHVJXCETIO-UHFFFAOYSA-N,C11H6ClN3O6,311.64,21,True
DB06795,DB06795,DB06795,NCC1=CC=C(C=C1)S(N)(=O)=O,NCc1ccc(S(N)(=O)=O)cc1,TYMRLRRVMHJFTF-UHFFFAOYSA-N,C7H10N2O2S,186.24,12,True
DB06799,DB06799,DB06799,C1N2CN3CN1CN(C2)C3,C1N2CN3CN1CN(C2)C3,VKYKSIONXSXAKP-UHFFFAOYSA-N,C6H12N4,140.19,10,True
DB06800,DB06800,DB06800,C[N@+]1(CC2CC2)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,C[N@+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,JVLBPIPGETUEET-WIXLDOGYSA-O,C21H26NO4+,356.44,26,True
DB06802,DB06802,DB06802,NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,QEFAQIPZVLVERP-UHFFFAOYSA-N,C15H14N2O2,254.29,19,True
DB06803,DB06803,DB06803,OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,C13H8Cl2N2O4,327.12,21,True
DB06804,DB06804,DB06804,CCCCCCCCCC1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,FBWNMEQMRUMQSO-UHFFFAOYSA-N,C33H60O10,616.83,43,True
DB06810,DB06810,DB06810,CO[C@@H]([C@@H]1CC2=CC3=CC(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)=C(C)C(O)=C3C(O)=C2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)C(=O)[C@@H](O)[C@@H](C)O,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,CFCUWKMKBJTWLW-BKHRDMLASA-N,C52H76O24,1085.16,76,True
DB06813,DB06813,DB06813,NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,OGSBUKJUDHAQEA-WMCAAGNKSA-N,C23H23N7O5,477.48,35,True
DB06816,DB06816,DB06816,CN(C)C1=CC2=C(C=C1)[N+](C)=C(\C=C\C1=C(C)N(C(C)=C1)C1=CC=CC=C1)C=C2,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,QMHSXPLYMTVAMK-UHFFFAOYSA-N,C26H28N3+,382.53,29,True
DB06817,DB06817,DB06817,CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,CZFFBEXEKNGXKS-UHFFFAOYSA-N,C20H21FN6O5,444.42,32,True
DB06819,DB06819,DB06819,OC(=O)CCCC1=CC=CC=C1,O=C(O)CCCc1ccccc1,OBKXEAXTFZPCHS-UHFFFAOYSA-N,C10H12O2,164.2,12,True
DB06820,DB06820,DB06820,ClC1=CC=C(CSC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,AFNXATANNDIXLG-UHFFFAOYSA-N,C18H15Cl3N2S,397.76,24,True
DB06824,DB06824,DB06824,NCCNCCNCCN,NCCNCCNCCN,VILCJCGEZXAXTO-UHFFFAOYSA-N,C6H18N4,146.24,10,True
DB06825,DB06825,DB06825,CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,VXKHXGOKWPXYNA-PGBVPBMZSA-N,C64H82N18O13,1311.47,95,True
DB06826,DB06826,DB06826,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,TVHAZVBUYQMHBC-SNHXEXRGSA-N,C22H38O5,382.54,27,True
DB06827,DB06827,DB06827,[H][C@@]1(C[C@H](O)NC(=N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CNC1=O)NC(=O)C[C@@H](N)CCCN)=C\NC(N)=O,N=C1N[C@@H](O)C[C@H]([C@@H]2NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)C[C@@H](N)CCCN)CNC2=O)N1,GXFAIFRPOKBQRV-GHXCTMGLSA-N,C25H43N13O10,685.7,48,True
DB07615,DB07615,DB07615,COC1=CC=C(\C=C\C(=O)NC2=CC=CC=C2C(O)=O)C=C1OC,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,NZHGWWWHIYHZNX-CSKARUKUSA-N,C18H17NO5,327.34,24,True
DB08439,DB08439,DB08439,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,TZRHLKRLEZJVIJ-UHFFFAOYSA-N,C19H18N2O4S,370.43,26,True
DB08795,DB08795,DB08795,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N=[N+]=[N-])C1=CC=CC=C1)C(O)=O,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N=[N+]=[N-])c3ccccc3)C(=O)N2[C@H]1C(=O)O,ODFHGIPNGIAMDK-NJBDSQKTSA-N,C16H17N5O4S,375.41,26,True
DB08796,DB08796,DB08796,O=C(OCCOCCN1CCCCC1)N1C2=CC=CC=C2SC2=C1N=CC=C2,O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21,DTVJXCOMJLLMAK-UHFFFAOYSA-N,C21H25N3O3S,399.52,28,True
DB08797,DB08797,DB08797,NC(=O)C1=CC=CC=C1O,NC(=O)c1ccccc1O,SKZKKFZAGNVIMN-UHFFFAOYSA-N,C7H7NO2,137.14,10,True
DB08798,DB08798,DB08798,CC1=C(C)N=C(NS(=O)(=O)C2=CC=C(N)C=C2)O1,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C,CYFLXLSBHQBMFT-UHFFFAOYSA-N,C11H13N3O3S,267.31,18,True
DB08799,DB08799,DB08799,C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,REYFJDPCWQRWAA-UHFFFAOYSA-N,C17H19N3,265.36,20,True
DB08800,DB08800,DB08800,CN(C)CCN(CC1=CC=C(Cl)C=C1)C1=CC=CC=N1,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,ICKFFNBDFNZJSX-UHFFFAOYSA-N,C16H20ClN3,289.81,20,True
DB08801,DB08801,DB08801,CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=CC=CC=N1,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,MVMQESMQSYOVGV-UHFFFAOYSA-N,C20H24N2,292.43,22,True
DB08802,DB08802,DB08802,CC(CN1C2=CC=CC=C2SC2=C1N=CC=C2)N(C)C,CC(CN1c2ccccc2Sc2cccnc21)N(C)C,OQJBSDFFQWMKBQ-UHFFFAOYSA-N,C16H19N3S,285.42,20,True
DB08804,DB08804,DB08804,[H][C@@]12CC[C@H](OC(=O)CCCCCCCCC)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,JKWKMORAXJQQSR-MOPIKTETSA-N,C28H44O3,428.66,31,True
DB08806,DB08806,DB08806,CC(=O)OCC(=O)NCCCOC1=CC=CC(CN2CCCCC2)=C1,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,SMTZFNFIKUPEJC-UHFFFAOYSA-N,C19H28N2O4,348.44,25,True
DB08807,DB08807,DB08807,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,UUOJIACWOAYWEZ-UHFFFAOYSA-N,C23H28N2O3,380.49,28,True
DB08808,DB08808,DB08808,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,HQIRNZOQPUAHHV-UHFFFAOYSA-N,C14H22ClNO2,271.79,18,True
DB08811,DB08811,DB08811,CCC1C2=CC(OC)=C(OC)C=C2C(=NN=C1C)C1=CC(OC)=C(OC)C=C1,CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,RUJBDQSFYCKFAA-UHFFFAOYSA-N,C22H26N2O4,382.46,28,True
DB08814,DB08814,DB08814,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(O)=O,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O,RMWVZGDJPAKBDE-UHFFFAOYSA-N,C10H7F3O4,248.16,17,True
DB08815,DB08815,DB08815,[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,PQXKDMSYBGKCJA-CVTJIBDQSA-N,C28H36N4O2S,492.69,35,True
DB08816,DB08816,DB08816,CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,OEKWJQXRCDYSHL-FNOIDJSQSA-N,C23H28F2N6O4S,522.58,36,True
DB08819,DB08819,DB08819,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COC1=CC=CC=C1,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,WSNODXPBBALQOF-VEJSHDCNSA-N,C25H34F2O5,452.54,32,True
DB08820,DB08820,DB08820,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,PURKAOJPTOLRMP-UHFFFAOYSA-N,C24H28N2O3,392.5,29,True
DB08822,DB08822,DB08822,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,QJFSABGVXDWMIW-UHFFFAOYSA-N,C30H24N4O8,568.54,42,True
DB08824,DB08824,DB08824,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)C1=CC=C([123I])C=C1)C(=O)OC)N2CCCF,COC(=O)[C@H]1[C@@H](c2ccc([123I])cc2)C[C@@H]2CC[C@H]1N2CCCF,HXWLAJVUJSVENX-HFIFKADTSA-N,C18H23FINO2,427.29,23,True
